Mes,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,Escolaridad,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
Jun,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,4:00:00,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,1988,ROJO,1
Jun,GUAJIRA,MAICAO,Sábado,4:45:00,BOSQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,33,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,626,1997,VERDE,1
Jun,NARIÑO,PASTO (CT),Sábado,11:40:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,DIVORCIADO,SUPERIOR,VEHICULO-PANEL,CHEVROLET,SPRINT,1996,ROJO,1
Jun,QUINDÍO,QUIMBAYA,Sábado,5:30:00,ZONA CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,LINEA STANDARD,1994,AZUL,1
Jun,VALLE,CALI (CT),Sábado,20:00:00,PRIMERO DE MAYO E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO,2010,NEGRO,1
Jun,VALLE,CALI (CT),Sábado,15:00:00,JOSE M. MARROQUIN II E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,28,FEMENINO,UNION LIBRE,SUPERIOR,AUTOMOVIL,RENAULT,SANDERO,2017,ROJO,1
Jun,VALLE,CALI (CT),Sábado,12:00:00,ALAMEDA E9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,KIA,NEW SPORTAGE,2010,PLATA,1
Jun,VALLE,CALI (CT),Sábado,14:10:00,SAN VICENTE E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,SSANGYONG,KORANDO,2010,BLANCO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Domingo,3:00:00,SAN BENITO C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,LINEA STANDARD,NO REPORTA,AZUL,1
Jun,GUAJIRA,RIOHACHA (CT),Domingo,20:00:00,15 DE MAYO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,323,1999,GRIS,1
Jun,NARIÑO,PASTO (CT),Domingo,22:00:00,SAN ANDRES,URBANA,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,AVEO FIVE,2009,AZUL,1
Jun,VALLE,CALI (CT),Domingo,19:15:00,LAS QUINTAS DE DON SIMON E17,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,58,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,LUV TFR,1994,ROJO,1
Jun,ANTIOQUIA,BARBOSA,Lunes,0:00:00,PEPE SIERRA UNO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,26,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,LAND CRUISER 4X4 A.A.,2010,BLANCO,1
Jun,ANTIOQUIA,ITAGUI,Lunes,7:00:00,SANTA MARIA # 1,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,70,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323,1993,ESTRATO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Lunes,7:00:00,CASTILLA C-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,CASADO,PRIMARIA,CAMION,CHEVROLET,NKR,2012,ROJO,1
Jun,CAUCA,POPAYÁN (CT),Lunes,16:41:00,URBANIZACION SANTA LUCIA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,PASAJERO VEHICULO,A PIE,51,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,2010,ROJO,1
Jun,GUAJIRA,RIOHACHA (CT),Lunes,10:00:00,VEREDA MONGUI,RURAL,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,36,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323,1995,PERLA,1
Jun,HUILA,PITALITO,Lunes,2:05:00,MANZANARES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,SOLTERO,SUPERIOR,CAMPERO,CHEVROLET,SAMURAI,2010,VERDE,1
Jun,MAGDALENA,SANTA MARTA (CT),Lunes,17:00:00,RODADERO SUR,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,HYUNDAI,SANTA FE,NO REPORTA,BLANCO,1
Jun,META,VILLAVICENCIO (CT),Lunes,7:00:00,LA ESPERANZA VII ETAPA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,TOYOTA,CELICA,2010,ROJO,1
Jun,NARIÑO,PASTO (CT),Lunes,16:00:00,MIRAFLORES I,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,MASCULINO,SOLTERO,PRIMARIA,AUTOMOVIL,KIA,CERATO TD,2010,GRIS,1
Jun,NORTE DE SANTANDER,VILLA DEL ROSARIO,Lunes,12:40:00,VILLA ANTIGUA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,SOLTERO,PRIMARIA,AUTOMOVIL,TOYOTA,COROLLA,NO REPORTA,PLATEADO,1
Jun,VALLE,CALI (CT),Lunes,22:45:00,PETECUY II E6,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV TFR CREW,2010,GRIS,1
Jun,VALLE,CALI (CT),Lunes,6:40:00,CALYPSO E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,63,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV TFR,1996,BEIGE,1
Jun,ANTIOQUIA,BELLO,Martes,2:00:00,ALTAVISTA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,25,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,323,2010,ROJO,1
Jun,ANTIOQUIA,ITAGUI,Martes,4:00:00,SAN GABRIEL,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SWIFT,1995,ROJO,1
Jun,ANTIOQUIA,ITAGUI,Martes,6:30:00,SAN JOSE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,26,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,R 9,2010,BLANCO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Martes,9:30:00,SAN DIEGO C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,RENAULT,LOGAN,2010,GRIS,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Martes,3:45:00,HORIZONTES  S.A.P.,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R9 BRIO RN,1995,ROJO,1
Jun,ATLÁNTICO,BARRANQUILLA (CT),Martes,2:00:00,UNIVERSAL,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,58,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,MAZDA,323 NS,1993,AZUL,1
Jun,CAUCA,PIENDAMÓ,Martes,17:00:00,SAN CAYETANO,RURAL,RESTAURANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,DODGE,RAM 2500,2011,ROJO,1
Jun,CAUCA,VILLA RICA,Martes,3:30:00,ALMENDROS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,80,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,HHR,2009,DORADO,1
Jun,GUAJIRA,HATONUEVO,Martes,7:00:00,TRAMO DE VIA,RURAL,TRAMO DE VIA,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,45,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,MAZDA,BT 50 4X4,2011,BLANCO,1
Jun,NORTE DE SANTANDER,CONVENCIÓN,Martes,13:00:00,CORREGIMIENTO LA LIBERTAD,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,41,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,HILUX,1993,ORO,1
Jun,VALLE,CALI (CT),Martes,6:00:00,MORICHAL DE COMFANDI E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,MASCULINO,CASADO,PRIMARIA,AUTOMOVIL,MAZDA,323 HB,2010,GRIS,1
Jun,VALLE,CALI (CT),Martes,7:00:00,LOS ANDES E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,MAZDA,B 2000,2005,AZUL,1
Jun,VALLE,CALI (CT),Martes,13:00:00,SAN NICOLAS E3,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,44,FEMENINO,CASADO,TECNICO,AUTOMOVIL,HYUNDAI,GRAND I10,2015,PLATEADO,1
Jun,VALLE,CALI (CT),Martes,12:30:00,SANTA MONICA RESIDENCIAL E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,CHEVROLET,SPARK,2014,BLANCO,1
Jun,VALLE,CALI (CT),Martes,9:40:00,GRANADA E2,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2014,GRIS,1
Jun,ANTIOQUIA,BELLO,Miércoles,10:00:00,LA MADERA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,37,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R9 GTS,1988,BLANCO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Miércoles,20:30:00,ARANJUEZ  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,PRADO,2011,NEGRO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Miércoles,15:00:00,BELEN C-16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323 HE,1997,VERDE,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Miércoles,14:15:00,GUAYABAL C-15,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,58,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,TOYOTA,LAND CRUISER,1995,BLANCO,1
Jun,CAUCA,POPAYÁN (CT),Miércoles,3:00:00,LOS COMUNEROS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,UNION LIBRE,SECUNDARIA,VEHICULO-PANEL,CHEVROLET,JIMNY,2005,NEGRO,1
Jun,SANTANDER,BARRANCABERMEJA,Miércoles,22:30:00,LA LIZAMA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,30,MASCULINO,UNION LIBRE,SECUNDARIA,TRACTO_CAMION,KENWORTH,W900,2005,ROJO,1
Jun,VALLE,CALI (CT),Miércoles,3:00:00,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,FEMENINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,LUV,1987,NEGRO,1
Jun,ANTIOQUIA,BELLO,Jueves,0:00:00,VILLA DE OCCIDENTE,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,70,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R9 BRIO RN,1996,VERDE,1
Jun,ANTIOQUIA,ENVIGADO,Jueves,0:00:00,VIA LAS PALMAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,34,MASCULINO,SOLTERO,SUPERIOR,CAMIONETA,CHEVROLET,LUV D MAX,2013,BLANCO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,20:30:00,PRADO C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,2002,VERDE,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,23:00:00,SIMON BOLIVAR C-12,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,PASAJERO TAXI,A PIE,34,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,CLIO CAMPUS,2015,ROJO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,13:30:00,SAN JOAQUIN C-11,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,23,FEMENINO,SOLTERO,TECNICO,CAMIONETA,RENAULT,DUSTER EXPRESSION,2013,GRIS,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,8:30:00,LA GLORIA C-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,MAZDA,323 HE,1996,VERDE,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,5:30:00,CRISTO REY C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,41,MASCULINO,VIUDO,SUPERIOR,CAMIONETA,RENAULT,DUSTER EXPRESSION,2013,ROJO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,20:10:00,SANTA MONICA C-12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,30,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,SANDERO,2018,GRIS,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Jueves,4:10:00,ROBLEDO C-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,44,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,CHEVROLET,LUV D MAX DSL,2005,BLANCO,1
Jun,ATLÁNTICO,BARRANQUILLA (CT),Jueves,5:00:00,SAN ROQUE,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,42,FEMENINO,CASADO,TECNICO,CAMIONETA,CHEVROLET,LUV TFR,1994,AZUL,1
Jun,ATLÁNTICO,BARRANQUILLA (CT),Jueves,10:30:00,VILLA SAN PEDRO II,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HINO,LINEA STANDARD,2010,BLANCO,1
Jun,CESAR,PAILITAS,Jueves,9:30:00,VEREDA,RURAL,CARRETERA,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,A PIE,52,MASCULINO,CASADO,SECUNDARIA,TRACTO_CAMION,CHEVROLET,BRIGADIER,1997,VERDE,1
Jun,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:15:00,CIUDAD JARDIN SUR E-15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,20,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2012,GRIS,1
Jun,GUAJIRA,RIOHACHA (CT),Jueves,10:00:00,NUESTRA SEÑORA DE LOS REMEDIOS,URBANA,INSTALACIONES DE LA POLICIA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,DIVORCIADO,TECNICO,CAMIONETA,FORD,EXPLORER,2010,GRIS,1
Jun,NORTE DE SANTANDER,CÚCUTA (CT),Jueves,6:00:00,INVASION FLORIDA BLANCA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,A PIE,32,MASCULINO,SOLTERO,ANALFABETA,AUTOMOVIL,RENAULT,CLIO,1987,BEIGE,1
Jun,TOLIMA,IBAGUÉ (CT),Jueves,22:00:00,VRDA. CHEMBE,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,VITARA,2003,ROJO,1
Jun,ANTIOQUIA,ITAGUI,Viernes,5:20:00,SAN FRANCISCO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,323,1994,ESTRATO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,9:00:00,LAS BRISAS C-5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1999,BLANCO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,9:00:00,ROBLEDO C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,FEMENINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV,1984,VERDE,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,14:30:00,ROBLEDO C-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,SOLTERO,TECNICO,AUTOMOVIL,RENAULT,LOGAN,2012,GRIS,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,5:30:00,CRISTO REY C-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,323 HB,1985,VERDE,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,13:40:00,SURAMERICANA C-11,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1990,VINOTINTO,1
Jun,ANTIOQUIA,MEDELLÍN (CT),Viernes,8:05:00,CAMPO AMOR C-15,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,59,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,STEPWAY,2010,GRIS,1
Jun,ATLÁNTICO,SOLEDAD,Viernes,11:42:00,CENTRO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,30,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,2006,STRATO,1
Jun,CAUCA,CAJIBÍO,Viernes,23:40:00,VDA EL TUNEL,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,33,MASCULINO,CASADO,SECUNDARIA,CAMION,DONG FENG,DUOLIKA DFA1063DJ10,2013,BLANCO,1
Jun,CESAR,VALLEDUPAR (CT),Viernes,15:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,65,MASCULINO,SOLTERO,SECUNDARIA,CAMPERO,SUZUKI,SJ 40,2010,ROJO,1
Jun,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:30:00,ALCALÁ E-16,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,TECNOLOGO,AUTOMOVIL,CHEVROLET,AVEO,2010,PLATA,1
Jun,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,22:30:00,PRIMAVERA E-7,URBANA,BODEGAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,MASCULINO,CASADO,SUPERIOR,VOLQUETA,CHEVROLET,KODIAK 156 C7H042,1994,BLANCO,1
Jun,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,22:30:00,PRIMAVERA E-7,URBANA,BODEGAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,MASCULINO,CASADO,SUPERIOR,VOLQUETA,CHEVROLET,KODIAK 190,2008,BLANCO,1
Jun,GUAJIRA,RIOHACHA (CT),Viernes,7:00:00,MATAJUNA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,42,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,MAZDA,ALLEGRO,1998,GRIS,1
Jun,VALLE,BUENAVENTURA,Viernes,1:00:00,BAJO CALIMA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,PRIMARIA,AUTOMOVIL,CHEVROLET,SPARK GT,2016,PLATEADO,1
Jun,VALLE,CALI (CT),Viernes,9:00:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,FEMENINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,AVEO FAMILY,2010,PLATA,1
Jun,VALLE,CALI (CT),Viernes,9:00:00,URB. TEQUENDAMA E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,UNION LIBRE,PRIMARIA,AUTOMOVIL,MAZDA,323 HS HX5,2010,CAFE,1
Jun,VALLE,CALI (CT),Viernes,22:30:00,CAMINO REAL - J BORRERO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,67,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV KB 26,2010,BLANCO,1
Jun,VALLE,CALI (CT),Viernes,11:20:00,CAÑAVERALEJO GUADALUPE E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,FEMENINO,VIUDO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO LX,2010,GRIS,1
Jun,VALLE,CALI (CT),Viernes,6:20:00,BOSQUES DEL LIMONAR E17,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,41,FEMENINO,CASADO,SECUNDARIA,CAMIONETA,KIA,NEW SPORTAGE LX,2010,BLANCO,1
Jul,ANTIOQUIA,CALDAS,Sábado,17:00:00,VDA. LA VALERIA,RURAL,VIAS PUBLICAS,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,21,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,3,2010,BLANCO,1
Jul,ANTIOQUIA,COPACABANA,Sábado,14:00:00,EL RECREO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,MASCULINO,CASADO,SECUNDARIA,VOLQUETA,FORD,F 500,NO REPORTA,VERDE,1
Jul,ANTIOQUIA,MEDELLÍN (CT),Sábado,21:00:00,BELEN C-16,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,HYUNDAI,VERNA,2005,GRIS,1
Jul,ANTIOQUIA,MEDELLÍN (CT),Sábado,23:30:00,LA AMERICA C-12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,34,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,323 NS,1988,ROJO,1
Jul,ANTIOQUIA,MEDELLÍN (CT),Sábado,20:15:00,LORENA C-11,URBANA,PARQUEADERO,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,25,FEMENINO,CASADO,TECNICO,AUTOMOVIL,HYUNDAI,I10GL,2010,PLATINO,1
Jul,ANTIOQUIA,MEDELLÍN (CT),Sábado,1:20:00,VIA SANTA ELENA  C-9,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,22,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,LOGAN,2010,GRIS,1
Jul,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,22:00:00,SAN ANTONIO E-1,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,CORSA,2002,BEIGE,1
Jul,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:30:00,LAS FLORES E-11,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,AVEO,2009,BLANCO,1
Jul,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:30:00,CASTILLA LA NUEVA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,24,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,AVEO,2011,BEIGE,1
Jul,NARIÑO,ALDANA,Sábado,11:30:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR VEHICULO,32,MASCULINO,SOLTERO,TECNICO,AUTOMOVIL,CHEVROLET,SPRINT,NO REPORTA,GRIS,1
